Border,Date,Measure,Sum,Avg 
US-Canada Border,07/01/2007 12:00:00 AM,Pedestrians,63886,734
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,6237211,71692
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicles,3166217,36393
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Empty,44201,508
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Full,106367,1222
US-Canada Border,07/01/2007 12:00:00 AM,Train Passengers,35591,409
US-Canada Border,07/01/2007 12:00:00 AM,Trains,2485,28
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Empty,78219,899
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Full,422561,4857
US-Canada Border,07/01/2007 12:00:00 AM,Trucks,510805,5871
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,4387
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,162
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,466
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,61793
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,31089
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,528
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,1291
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,393
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,28
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,945
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,5308
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,6334
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,4525
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,158
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,515
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,61111
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,28587
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,545
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,1309
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,279
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,31
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,936
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,5556
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,6815
US-Canada Border,04/01/2007 12:00:00 AM,Bus Passengers,280889,3266
US-Canada Border,04/01/2007 12:00:00 AM,Buses,10197,118
US-Canada Border,04/01/2007 12:00:00 AM,Pedestrians,26345,306
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,4228109,49164
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicles,2198229,25560
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Empty,48078,559
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Full,117121,1361
US-Canada Border,04/01/2007 12:00:00 AM,Train Passengers,12859,149
US-Canada Border,04/01/2007 12:00:00 AM,Trains,2611,30
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Empty,75089,873
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Full,458733,5334
US-Canada Border,04/01/2007 12:00:00 AM,Trucks,552580,6425
US-Canada Border,03/01/2007 12:00:00 AM,Bus Passengers,230391,2678
US-Canada Border,03/01/2007 12:00:00 AM,Buses,8927,103
US-Canada Border,03/01/2007 12:00:00 AM,Pedestrians,23973,278
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,4287711,49857
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicles,2229742,25927
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Empty,46108,536
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Full,126081,1466
US-Canada Border,03/01/2007 12:00:00 AM,Train Passengers,10109,117
US-Canada Border,03/01/2007 12:00:00 AM,Trains,2619,30
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Empty,88717,1031
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Full,485451,5644
US-Canada Border,03/01/2007 12:00:00 AM,Trucks,587330,6829
US-Canada Border,02/01/2007 12:00:00 AM,Bus Passengers,191802,2230
US-Canada Border,02/01/2007 12:00:00 AM,Buses,7536,87
US-Canada Border,02/01/2007 12:00:00 AM,Pedestrians,11668,135
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,3421337,39782
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicles,1804361,20980
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Empty,36296,422
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Full,99058,1151
US-Canada Border,02/01/2007 12:00:00 AM,Train Passengers,9292,108
US-Canada Border,02/01/2007 12:00:00 AM,Trains,2146,24
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Empty,78024,907
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Full,430045,5000
US-Canada Border,02/01/2007 12:00:00 AM,Trucks,514972,5988
US-Canada Border,01/01/2007 12:00:00 AM,Bus Passengers,194298,2259
US-Canada Border,01/01/2007 12:00:00 AM,Buses,8313,96
US-Canada Border,01/01/2007 12:00:00 AM,Pedestrians,15290,177
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicle Passengers,3364197,39118
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicles,2071670,24089
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Empty,44681,519
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Full,112951,1313
US-Canada Border,01/01/2007 12:00:00 AM,Train Passengers,8624,100
US-Canada Border,01/01/2007 12:00:00 AM,Trains,2481,28
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Empty,79364,922
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Full,436935,5080
US-Canada Border,01/01/2007 12:00:00 AM,Trucks,536693,6240
US-Canada Border,12/01/2006 12:00:00 AM,Bus Passengers,221580,2546
US-Canada Border,12/01/2006 12:00:00 AM,Buses,8443,97
US-Canada Border,12/01/2006 12:00:00 AM,Pedestrians,22663,260
US-Canada Border,12/01/2006 12:00:00 AM,Personal Vehicle Passengers,4427650,50892
US-Canada Border,12/01/2006 12:00:00 AM,Personal Vehicles,2244897,25803
US-Canada Border,12/01/2006 12:00:00 AM,Rail Containers Empty,40165,461
US-Canada Border,12/01/2006 12:00:00 AM,Rail Containers Full,110378,1268
US-Canada Border,12/01/2006 12:00:00 AM,Train Passengers,13751,158
US-Canada Border,12/01/2006 12:00:00 AM,Trains,2822,32
US-Canada Border,12/01/2006 12:00:00 AM,Truck Containers Empty,71567,822
US-Canada Border,12/01/2006 12:00:00 AM,Truck Containers Full,386579,4443
US-Canada Border,12/01/2006 12:00:00 AM,Trucks,470527,5408
US-Canada Border,11/01/2006 12:00:00 AM,Bus Passengers,255862,2940
US-Canada Border,11/01/2006 12:00:00 AM,Buses,9683,111
US-Canada Border,11/01/2006 12:00:00 AM,Pedestrians,26728,307
US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicle Passengers,4330100,49771
US-Canada Border,11/01/2006 12:00:00 AM,Personal Vehicles,2165435,24890
US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Empty,44020,505
US-Canada Border,11/01/2006 12:00:00 AM,Rail Containers Full,112898,1297
US-Canada Border,11/01/2006 12:00:00 AM,Train Passengers,10958,125
US-Canada Border,11/01/2006 12:00:00 AM,Trains,2739,31
US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Empty,81356,935
US-Canada Border,11/01/2006 12:00:00 AM,Truck Containers Full,457215,5255
US-Canada Border,11/01/2006 12:00:00 AM,Trucks,544329,6256
US-Canada Border,10/01/2006 12:00:00 AM,Bus Passengers,475409,5464
US-Canada Border,10/01/2006 12:00:00 AM,Buses,11684,134
US-Canada Border,10/01/2006 12:00:00 AM,Pedestrians,57738,663
US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicle Passengers,4752015,54620
US-Canada Border,10/01/2006 12:00:00 AM,Personal Vehicles,2394754,27525
US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Empty,46293,532
US-Canada Border,10/01/2006 12:00:00 AM,Rail Containers Full,116689,1341
US-Canada Border,10/01/2006 12:00:00 AM,Train Passengers,13687,157
US-Canada Border,10/01/2006 12:00:00 AM,Trains,2737,31
US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Empty,85264,980
US-Canada Border,10/01/2006 12:00:00 AM,Truck Containers Full,481998,5540
US-Canada Border,10/01/2006 12:00:00 AM,Trucks,576799,6629
US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,266393,3061
US-Canada Border,09/01/2006 12:00:00 AM,Buses,10662,122
US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,53180,611
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,5567958,63999
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,2676082,30759
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,43203,496
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,108601,1248
US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,23712,272
US-Canada Border,09/01/2006 12:00:00 AM,Trains,2583,29
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Empty,82494,948
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,452851,5205
US-Canada Border,09/01/2006 12:00:00 AM,Trucks,542189,6232
US-Canada Border,08/01/2006 12:00:00 AM,Bus Passengers,301791,3468
US-Canada Border,08/01/2006 12:00:00 AM,Buses,12061,138
US-Canada Border,08/01/2006 12:00:00 AM,Pedestrians,105683,1214
US-Canada Border,08/01/2006 12:00:00 AM,Personal Vehicle Passengers,7189697,82640
US-Canada Border,08/01/2006 12:00:00 AM,Personal Vehicles,3184166,36599
US-Canada Border,08/01/2006 12:00:00 AM,Rail Containers Empty,43749,502
US-Canada Border,08/01/2006 12:00:00 AM,Rail Containers Full,117288,1348
US-Canada Border,08/01/2006 12:00:00 AM,Train Passengers,39031,448
US-Canada Border,08/01/2006 12:00:00 AM,Trains,2736,31
US-Canada Border,08/01/2006 12:00:00 AM,Truck Containers Empty,91793,1055
US-Canada Border,08/01/2006 12:00:00 AM,Truck Containers Full,495837,5699
US-Canada Border,08/01/2006 12:00:00 AM,Trucks,594103,6828
US-Canada Border,07/01/2006 12:00:00 AM,Bus Passengers,381743,4387
US-Canada Border,07/01/2006 12:00:00 AM,Buses,14914,171
US-Canada Border,07/01/2006 12:00:00 AM,Pedestrians,99656,1145
US-Canada Border,07/01/2006 12:00:00 AM,Personal Vehicle Passengers,7463886,85791
US-Canada Border,07/01/2006 12:00:00 AM,Personal Vehicles,3278365,37682
US-Canada Border,07/01/2006 12:00:00 AM,Rail Containers Empty,42414,487
US-Canada Border,07/01/2006 12:00:00 AM,Rail Containers Full,106969,1229
US-Canada Border,07/01/2006 12:00:00 AM,Train Passengers,38271,439
US-Canada Border,07/01/2006 12:00:00 AM,Trains,2597,29
US-Canada Border,07/01/2006 12:00:00 AM,Truck Containers Empty,77684,892
US-Canada Border,07/01/2006 12:00:00 AM,Truck Containers Full,420623,4834
US-Canada Border,07/01/2006 12:00:00 AM,Trucks,509647,5858
US-Canada Border,06/01/2006 12:00:00 AM,Bus Passengers,284032,3264
US-Canada Border,06/01/2006 12:00:00 AM,Buses,11425,131
US-Canada Border,06/01/2006 12:00:00 AM,Pedestrians,34172,392
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,5759598,66202
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicles,2720538,31270
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Empty,43781,503
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Full,118525,1362
US-Canada Border,06/01/2006 12:00:00 AM,Train Passengers,33429,384
US-Canada Border,06/01/2006 12:00:00 AM,Trains,2754,31
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Empty,89573,1029
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Full,488529,5615
US-Canada Border,06/01/2006 12:00:00 AM,Trucks,582843,6699
US-Canada Border,05/01/2006 12:00:00 AM,Bus Passengers,359999,4137
US-Canada Border,05/01/2006 12:00:00 AM,Buses,13299,152
US-Canada Border,05/01/2006 12:00:00 AM,Pedestrians,28750,330
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,5380492,61844
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicles,2602915,29918
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,42617,489
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,120126,1380
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,23683,272
US-Canada Border,05/01/2006 12:00:00 AM,Trains,2812,32
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,85111,978
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Full,521530,5994
US-Canada Border,05/01/2006 12:00:00 AM,Trucks,605389,6958
US-Canada Border,04/01/2006 12:00:00 AM,Bus Passengers,249113,2863
US-Canada Border,04/01/2006 12:00:00 AM,Buses,10133,116
US-Canada Border,04/01/2006 12:00:00 AM,Pedestrians,39516,454
US-Canada Border,04/01/2006 12:00:00 AM,Personal Vehicle Passengers,5038219,57910
US-Canada Border,04/01/2006 12:00:00 AM,Personal Vehicles,2399978,27585
US-Canada Border,04/01/2006 12:00:00 AM,Rail Containers Empty,43399,498
US-Canada Border,04/01/2006 12:00:00 AM,Rail Containers Full,126848,1458
US-Canada Border,04/01/2006 12:00:00 AM,Train Passengers,13659,157
US-Canada Border,04/01/2006 12:00:00 AM,Trains,2709,31
US-Canada Border,04/01/2006 12:00:00 AM,Truck Containers Empty,76570,880
US-Canada Border,04/01/2006 12:00:00 AM,Truck Containers Full,490792,5641
US-Canada Border,04/01/2006 12:00:00 AM,Trucks,546766,6284
US-Canada Border,03/01/2006 12:00:00 AM,Bus Passengers,241209,2772
US-Canada Border,03/01/2006 12:00:00 AM,Buses,9202,105
US-Canada Border,03/01/2006 12:00:00 AM,Pedestrians,26385,303
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,4854042,55793
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicles,2340385,26900
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Empty,44368,509
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Full,130854,1504
US-Canada Border,03/01/2006 12:00:00 AM,Train Passengers,12460,143
US-Canada Border,03/01/2006 12:00:00 AM,Trains,2812,32
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Empty,90922,1045
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Full,530942,6102
US-Canada Border,03/01/2006 12:00:00 AM,Trucks,600750,6905
US-Canada Border,02/01/2006 12:00:00 AM,Bus Passengers,210590,2420
US-Canada Border,02/01/2006 12:00:00 AM,Buses,8227,94
US-Canada Border,02/01/2006 12:00:00 AM,Pedestrians,18189,209
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,3932488,45201
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicles,1930380,22188
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Empty,38467,442
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Full,114632,1317
US-Canada Border,02/01/2006 12:00:00 AM,Train Passengers,10902,125
US-Canada Border,02/01/2006 12:00:00 AM,Trains,2500,28
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Empty,81178,933
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Full,465306,5348
US-Canada Border,02/01/2006 12:00:00 AM,Trucks,524623,6030
US-Canada Border,01/01/2006 12:00:00 AM,Bus Passengers,251382,2889
US-Canada Border,01/01/2006 12:00:00 AM,Buses,9719,111
US-Canada Border,01/01/2006 12:00:00 AM,Pedestrians,22352,256
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,4289892,49309
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicles,2100629,24145
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Empty,42920,493
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Full,124583,1431
US-Canada Border,01/01/2006 12:00:00 AM,Train Passengers,11140,128
US-Canada Border,01/01/2006 12:00:00 AM,Trains,2725,31
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Empty,81531,937
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Full,482378,5544
US-Canada Border,01/01/2006 12:00:00 AM,Trucks,551284,6336
US-Canada Border,12/01/2005 12:00:00 AM,Bus Passengers,212874,2446
US-Canada Border,12/01/2005 12:00:00 AM,Buses,8068,92
US-Canada Border,12/01/2005 12:00:00 AM,Pedestrians,24215,278
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicle Passengers,4698646,54007
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicles,2232428,25660
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Empty,38822,446
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Full,120428,1384
US-Canada Border,12/01/2005 12:00:00 AM,Train Passengers,15162,174
US-Canada Border,12/01/2005 12:00:00 AM,Trains,2953,33
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Empty,75459,867
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Full,433899,4987
US-Canada Border,12/01/2005 12:00:00 AM,Trucks,501553,5764
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,263160,3024
US-Canada Border,11/01/2005 12:00:00 AM,Buses,10000,114
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,28277,325
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,4359334,50107
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,2215430,25464
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,41728,479
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,123395,1418
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,13409,154
US-Canada Border,11/01/2005 12:00:00 AM,Trains,2904,33
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,81139,932
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,495925,5700
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,570492,6557
US-Canada Border,10/01/2005 12:00:00 AM,Bus Passengers,344484,3959
US-Canada Border,10/01/2005 12:00:00 AM,Buses,12533,144
US-Canada Border,10/01/2005 12:00:00 AM,Pedestrians,61257,704
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,5084051,58437
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicles,2523606,29006
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Empty,40457,465
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Full,127130,1461
US-Canada Border,10/01/2005 12:00:00 AM,Train Passengers,15395,176
US-Canada Border,10/01/2005 12:00:00 AM,Trains,3054,35
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Empty,82945,953
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Full,520395,5981
US-Canada Border,10/01/2005 12:00:00 AM,Trucks,593744,6824
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,454160,5220
US-Canada Border,09/01/2005 12:00:00 AM,Buses,17042,195
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55313,635
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5445304,62589
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,2693008,30954
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38882,446
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,118157,1358
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,281
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2779,31
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84573,972
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,505336,5808
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,580446,6671
US-Canada Border,08/01/2005 12:00:00 AM,Bus Passengers,432937,4976
US-Canada Border,08/01/2005 12:00:00 AM,Buses,18418,211
